{\rtf1\ansi\ansicpg1252\cocoartf2511
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red25\green25\blue25;\red255\green255\blue255;}
{\*\expandedcolortbl;;\cssrgb\c12941\c12941\c12941;\cssrgb\c100000\c100000\c100000;}
\margl1440\margr1440\vieww23560\viewh14640\viewkind0
\deftab720
\pard\pardeftab720\sl320\partightenfactor0

\f0\fs28 \cf2 \cb3 \expnd0\expndtw0\kerning0
Train Epoch: 16 [1280/9600 (13%)]	Train Loss: 612.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 16 [2560/9600 (27%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 16 [3840/9600 (40%)]	Train Loss: 614.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 16 [5120/9600 (53%)]	Train Loss: 613.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 16 [6400/9600 (67%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 16 [7680/9600 (80%)]	Train Loss: 612.618958	Val Loss: 4.797023	Val Acc: 0.46875\
Train Epoch: 16 [8960/9600 (93%)]	Train Loss: 612.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 17 [0/9600 (0%)]	Train Loss: 610.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 17 [1280/9600 (13%)]	Train Loss: 613.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 17 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 17 [3840/9600 (40%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 17 [5120/9600 (53%)]	Train Loss: 614.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 17 [6400/9600 (67%)]	Train Loss: 614.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 17 [7680/9600 (80%)]	Train Loss: 614.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 17 [8960/9600 (93%)]	Train Loss: 612.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 18 [0/9600 (0%)]	Train Loss: 613.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 18 [1280/9600 (13%)]	Train Loss: 614.618958	Val Loss: 4.790773	Val Acc: 1.09375\
Train Epoch: 18 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 18 [3840/9600 (40%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 18 [5120/9600 (53%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 18 [6400/9600 (67%)]	Train Loss: 614.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 18 [7680/9600 (80%)]	Train Loss: 613.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 18 [8960/9600 (93%)]	Train Loss: 614.618958	Val Loss: 4.797023	Val Acc: 0.46875\
Train Epoch: 19 [0/9600 (0%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 19 [1280/9600 (13%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 19 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.790773	Val Acc: 1.09375\
Train Epoch: 19 [3840/9600 (40%)]	Train Loss: 611.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 19 [5120/9600 (53%)]	Train Loss: 613.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 19 [6400/9600 (67%)]	Train Loss: 614.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 19 [7680/9600 (80%)]	Train Loss: 614.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 19 [8960/9600 (93%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 20 [0/9600 (0%)]	Train Loss: 613.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 20 [1280/9600 (13%)]	Train Loss: 614.618958	Val Loss: 4.792336	Val Acc: 0.9375\
Train Epoch: 20 [2560/9600 (27%)]	Train Loss: 613.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 20 [3840/9600 (40%)]	Train Loss: 612.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 20 [5120/9600 (53%)]	Train Loss: 613.618958	Val Loss: 4.790773	Val Acc: 1.09375\
Train Epoch: 20 [6400/9600 (67%)]	Train Loss: 613.618958	Val Loss: 4.797023	Val Acc: 0.46875\
Train Epoch: 20 [7680/9600 (80%)]	Train Loss: 613.618958	Val Loss: 4.795461	Val Acc: 0.625\
Train Epoch: 20 [8960/9600 (93%)]	Train Loss: 612.618958	Val Loss: 4.793898	Val Acc: 0.78125\
Train Epoch: 21 [0/9600 (0%)]	Train Loss: 612.618958	Val Loss: 4.798585	Val Acc: 0.3125\
Train Epoch: 21 [1280/9600 (13%)]	Train Loss: 613.618958	Val Loss: 4.789211	Val Acc: 1.25\
Train Epoch: 21 [2560/9600 (27%)]	Train Loss: 614.618958	Val Loss: 4.793898	Val Acc: 0.78125\
